Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
xp,com.enonic.wem.core.entity,PushNodeCommandTest,push,Long Statement,The length of the statement "final PushNodeCommand command=PushNodeCommand.create(TEST_CONTEXT).nodeDao(nodeDao).workspaceService(workspaceService).versionService(versionService).indexService(indexService).id(nodeId).target(targetWorkspace).build();" is 220.,20
xp,com.enonic.wem.core.entity,PushNodeCommandTest,push,Long Statement,The length of the statement "final Node publishedNode=Node.newNode().name(NodeName.from("myname")).id(nodeId).parent(NodePath.ROOT).creator(UserKey.superUser()).build();" is 140.,20
xp,com.enonic.wem.core.entity,PushNodeCommandTest,push,Long Statement,The length of the statement "Mockito.verify(this.workspaceService).store(Mockito.eq(WorkspaceDocument.create().workspace(targetWorkspace).id(nodeId).nodeVersionId(currentVersion).parentPath(NodePath.ROOT).path(NodePath.newNodePath(NodePath.ROOT`"myname").build()).build()));" is 245.,20
xp,com.enonic.wem.core.entity,DeleteNodeByPathCommandTest,delete,Long Statement,The length of the statement "final Node nodeToDelete=Node.newNode().id(parentId).creator(UserKey.superUser()).createdTime(Instant.now()).name(NodeName.from("mynode")).parent(NodePath.ROOT).build();" is 168.,47
xp,com.enonic.wem.core.entity,DeleteNodeByPathCommandTest,delete,Long Statement,The length of the statement "final Node childNode=Node.newNode().id(childId).creator(UserKey.superUser()).createdTime(Instant.now()).name(NodeName.from("childnode")).parent(nodeToDelete.path()).build();" is 173.,47
xp,com.enonic.wem.core.entity,DeleteNodeByPathCommandTest,delete,Long Statement,The length of the statement "Mockito.when(this.workspaceService.getByPath(new WorkspacePathQuery(workspace`nodeToDelete.path()))).thenReturn(parentVersionId);" is 129.,47
xp,com.enonic.wem.core.entity,DeleteNodeByPathCommandTest,delete,Long Statement,The length of the statement "Mockito.when(this.workspaceService.findByParent(new WorkspaceParentQuery(workspace`nodeToDelete.path()))).thenReturn(childVersions);" is 132.,47
xp,com.enonic.wem.core.entity,DeleteNodeByPathCommandTest,delete,Long Statement,The length of the statement "Mockito.when(this.workspaceService.findByParent(new WorkspaceParentQuery(workspace`childNode.path()))).thenReturn(NodeVersionIds.empty());" is 138.,47
xp,com.enonic.wem.core.entity,DeleteNodeByPathCommandTest,delete,Long Statement,The length of the statement "final DeleteNodeByPathCommand deleteNode=DeleteNodeByPathCommand.create(new Context(workspace)).nodePath(nodeToDelete.path()).nodeDao(this.nodeDao).indexService(this.indexService).workspaceService(this.workspaceService).build();" is 228.,47
xp,com.enonic.wem.core.entity,EntityPropertyIndexConfigJsonTest,deserialize_serialization_of_EntityIndexConfig_no_analyzer,Long Identifier,The length of the identifier serializationOfDeSerialization is 30.,20
xp,com.enonic.wem.core.entity,EntityPropertyIndexConfigJsonTest,deserialize_serialization_of_EntityIndexConfig_no_analyzer,Long Statement,The length of the statement "EntityPropertyIndexConfig entityIndexConfig=EntityPropertyIndexConfig.newEntityIndexConfig().addPropertyIndexConfig("test"`PropertyIndexConfig.newPropertyIndexConfig().enabled(true).fulltextEnabled(true).nGramEnabled(true).build()).addPropertyIndexConfig("test2"`PropertyIndexConfig.newPropertyIndexConfig().enabled(false).fulltextEnabled(false).nGramEnabled(false).build()).build();" is 383.,20
xp,com.enonic.wem.core.entity,EntityPropertyIndexConfigJsonTest,deserialize_serialization_of_EntityIndexConfig_no_analyzer,Long Statement,The length of the statement "EntityPropertyIndexConfigJson parsedData=jsonTestHelper.objectMapper().readValue(expectedSerialization`EntityPropertyIndexConfigJson.class);" is 140.,20
xp,com.enonic.wem.core.entity,EntityPropertyIndexConfigJsonTest,deserialize_serialization_of_EntityIndexConfig,Long Identifier,The length of the identifier serializationOfDeSerialization is 30.,54
xp,com.enonic.wem.core.entity,EntityPropertyIndexConfigJsonTest,deserialize_serialization_of_EntityIndexConfig,Long Statement,The length of the statement "EntityPropertyIndexConfig entityIndexConfig=EntityPropertyIndexConfig.newEntityIndexConfig().analyzer("myAnalyzer").collection("myCollection").addPropertyIndexConfig("test"`PropertyIndexConfig.newPropertyIndexConfig().enabled(true).fulltextEnabled(true).nGramEnabled(true).build()).addPropertyIndexConfig("test2"`PropertyIndexConfig.newPropertyIndexConfig().enabled(false).fulltextEnabled(false).nGramEnabled(false).build()).build();" is 433.,54
xp,com.enonic.wem.core.entity,EntityPropertyIndexConfigJsonTest,deserialize_serialization_of_EntityIndexConfig,Long Statement,The length of the statement "EntityPropertyIndexConfigJson parsedData=jsonTestHelper.objectMapper().readValue(expectedSerialization`EntityPropertyIndexConfigJson.class);" is 140.,54
xp,com.enonic.wem.core.entity,FindNodesByParentCommand,execute,Long Statement,The length of the statement "final NodeVersionIds versions=this.workspaceService.getByVersionIds(new WorkspaceIdsQuery(this.context.getWorkspace()`nodeQueryResult.getEntityIds()));" is 151.,37
xp,com.enonic.wem.core.entity,FindNodesByParentCommand,execute,Long Statement,The length of the statement "final Nodes nodes=NodeHasChildResolver.create().workspace(context.getWorkspace()).workspaceService(this.workspaceService).build().resolve(nodeDao.getByVersionIds(versions));" is 173.,37
xp,com.enonic.wem.core.entity,FindNodesByParentCommand,execute,Long Statement,The length of the statement "return FindNodesByParentResult.create().nodes(nodes).totalHits(nodeQueryResult.getTotalHits()).hits(nodeQueryResult.getHits()).build();" is 135.,37
xp,com.enonic.wem.core.entity,FindNodesByParentCommand,createByPathQuery,Long Statement,The length of the statement "final FieldOrderExpr orderByExpr=new FieldOrderExpr(new FieldExpr(fieldSort.getFieldName())`OrderExpr.Direction.valueOf(fieldSort.getDirection().name()));" is 154.,59
xp,com.enonic.wem.core.entity,FindNodesByParentCommand,createByPathQuery,Long Statement,The length of the statement "return NodeQuery.create().parent(this.params.getParentPath()).query(new QueryExpr(orderBys)).from(params.getFrom()).size(params.getSize()).build();" is 147.,59
xp,com.enonic.wem.core.entity,RenameNodeCommand,execute,Long Statement,The length of the statement "return NodeHasChildResolver.create().workspace(context.getWorkspace()).workspaceService(this.workspaceService).build().resolve(renamedNode);" is 140.,38
xp,com.enonic.wem.core.entity,RenameNodeCommand,getChildNodes,Long Statement,The length of the statement "final NodeVersionIds childrenVersions=workspaceService.findByParent(new WorkspaceParentQuery(workspace`parentNode.path()));" is 123.,71
xp,com.enonic.wem.core.entity,RenameNodeCommand,getExistingNode,Long Statement,The length of the statement "final NodeVersionId existingVersion=workspaceService.getByPath(new WorkspacePathQuery(this.context.getWorkspace()`path));" is 121.,83
xp,com.enonic.wem.core.entity,RenameNodeCommand,doMoveNode,Long Statement,The length of the statement "final Node movedNode=Node.newNode(persistedNode).name(newNodeName).parent(newParentPath).modifiedTime(now).modifier(UserKey.superUser()).entityIndexConfig(persistedNode.getEntityIndexConfig()).build();" is 201.,112
xp,com.enonic.wem.core.entity,RenameNodeCommand,doMoveNode,Long Statement,The length of the statement "workspaceService.store(WorkspaceDocument.create().id(movedNode.id()).parentPath(movedNode.parent()).path(movedNode.path()).workspace(workspace).nodeVersionId(newVersion).build());" is 179.,112
xp,com.enonic.wem.core.entity,PropertyIndexConfigJson,toPropertyIndexConfig,Long Statement,The length of the statement "return PropertyIndexConfig.newPropertyIndexConfig().enabled(this.enabled).fulltextEnabled(this.fulltextEnabled).nGramEnabled(this.nGramEnabled).build();" is 152.,35
xp,com.enonic.wem.core.entity,PushNodeCommand,execute,Long Statement,The length of the statement "this.workspaceService.store(WorkspaceDocument.create().nodeVersionId(currentVersion).workspace(this.target).id(this.id).path(currentNode.path()).parentPath(currentNode.parent()).build());" is 187.,32
xp,com.enonic.wem.core.entity,PushNodeCommand,execute,Long Statement,The length of the statement "return NodeHasChildResolver.create().workspace(context.getWorkspace()).workspaceService(this.workspaceService).build().resolve(currentNode);" is 140.,32
xp,com.enonic.wem.core.entity,NodeServiceImpl,getById,Long Statement,The length of the statement "final NodeVersionId currentVersion=this.workspaceService.getCurrentVersion(new WorkspaceIdQuery(context.getWorkspace()`id));" is 124.,62
xp,com.enonic.wem.core.entity,NodeServiceImpl,getById,Long Statement,The length of the statement "return NodeHasChildResolver.create().workspace(context.getWorkspace()).workspaceService(this.workspaceService).build().resolve(nodeDao.getByVersionId(currentVersion));" is 167.,62
xp,com.enonic.wem.core.entity,NodeServiceImpl,getByIds,Long Statement,The length of the statement "final NodeVersionIds versionIds=this.workspaceService.getByVersionIds(new WorkspaceIdsQuery(context.getWorkspace()`ids));" is 121.,79
xp,com.enonic.wem.core.entity,NodeServiceImpl,getByIds,Long Statement,The length of the statement "return NodeHasChildResolver.create().workspace(context.getWorkspace()).workspaceService(this.workspaceService).build().resolve(nodeDao.getByVersionIds(versionIds));" is 164.,79
xp,com.enonic.wem.core.entity,NodeServiceImpl,getByPath,Long Statement,The length of the statement "throw new NodeNotFoundException("Node with path " + path + " not found in workspace "+ context.getWorkspace().getName());" is 121.,91
xp,com.enonic.wem.core.entity,NodeServiceImpl,getByPath,Long Statement,The length of the statement "return NodeHasChildResolver.create().workspace(context.getWorkspace()).workspaceService(this.workspaceService).build().resolve(nodeDao.getByVersionId(currentVersion));" is 167.,91
xp,com.enonic.wem.core.entity,NodeServiceImpl,getByPaths,Long Statement,The length of the statement "return NodeHasChildResolver.create().workspace(context.getWorkspace()).workspaceService(this.workspaceService).build().resolve(nodeDao.getByVersionIds(versionIds));" is 164.,108
xp,com.enonic.wem.core.entity,NodeServiceImpl,findByParent,Long Statement,The length of the statement "return FindNodesByParentCommand.create(context).params(params).queryService(this.queryService).nodeDao(this.nodeDao).workspaceService(this.workspaceService).build().execute();" is 175.,120
xp,com.enonic.wem.core.entity,NodeServiceImpl,findByQuery,Long Statement,The length of the statement "return FindNodesByQueryCommand.create(context).query(nodeQuery).indexService(this.indexService).nodeDao(this.nodeDao).queryService(this.queryService).workspaceService(this.workspaceService).build().execute();" is 208.,132
xp,com.enonic.wem.core.entity,NodeServiceImpl,create,Long Statement,The length of the statement "return CreateNodeCommand.create(context).params(params).indexService(this.indexService).versionService(this.versionService).workspaceService(this.workspaceService).nodeDao(this.nodeDao).build().execute();" is 204.,145
xp,com.enonic.wem.core.entity,NodeServiceImpl,update,Long Statement,The length of the statement "return UpdateNodeCommand.create(context).params(params).indexService(this.indexService).nodeDao(this.nodeDao).workspaceService(this.workspaceService).versionService(this.versionService).build().execute();" is 204.,158
xp,com.enonic.wem.core.entity,NodeServiceImpl,rename,Long Statement,The length of the statement "return RenameNodeCommand.create(context).params(params).indexService(this.indexService).nodeDao(this.nodeDao).workspaceService(this.workspaceService).versionService(this.versionService).build().execute();" is 204.,171
xp,com.enonic.wem.core.entity,NodeServiceImpl,deleteById,Long Statement,The length of the statement "return DeleteNodeByIdCommand.create(context).entityId(id).indexService(this.indexService).nodeDao(this.nodeDao).workspaceService(this.workspaceService).versionService(this.versionService).build().execute();" is 206.,184
xp,com.enonic.wem.core.entity,NodeServiceImpl,deleteByPath,Long Statement,The length of the statement "return DeleteNodeByPathCommand.create(context).nodePath(path).indexService(this.indexService).nodeDao(this.nodeDao).workspaceService(this.workspaceService).versionService(this.versionService).build().execute();" is 210.,197
xp,com.enonic.wem.core.entity,NodeServiceImpl,push,Long Statement,The length of the statement "return PushNodeCommand.create(context).indexService(this.indexService).nodeDao(this.nodeDao).workspaceService(this.workspaceService).id(id).target(target).build().execute();" is 173.,210
xp,com.enonic.wem.core.entity,NodeServiceImpl,compare,Long Statement,The length of the statement "return CompareNodeCommand.create(context).id(id).target(target).compareService(workspaceCompareService).build().execute();" is 122.,224
xp,com.enonic.wem.core.entity,NodeServiceImpl,compare,Long Statement,The length of the statement "return CompareNodesCommand.create(context).ids(ids).target(target).compareService(workspaceCompareService).build().execute();" is 125.,235
xp,com.enonic.wem.core.entity,NodeServiceImpl,findVersions,Long Statement,The length of the statement "return GetEntityVersionsCommand.create(context).entityId(params.getEntityId()).from(params.getFrom()).size(params.getSize()).versionService(this.versionService).build().execute();" is 179.,246
xp,com.enonic.wem.core.entity,NodeServiceImpl,getActiveVersions,Long Statement,The length of the statement "return GetActiveNodeVersionsCommand.create(context).entityId(params.getEntityId()).workspaces(params.getWorkspaces()).versionService(this.versionService).nodeDao(this.nodeDao).build().execute();" is 194.,258
xp,com.enonic.wem.core.entity,NodeServiceImpl,getByVersionId,Long Statement,The length of the statement "return NodeHasChildResolver.create().workspace(context.getWorkspace()).workspaceService(this.workspaceService).build().resolve(nodeDao.getByVersionId(blobKey));" is 160.,270
xp,com.enonic.wem.core.entity,CompareNodesCommand,execute,Long Statement,The length of the statement "return this.compareService.compare(CompareEntitiesQuery.create().source(context.getWorkspace()).target(this.target).setEntityIds(this.entityIds).build());" is 154.,33
xp,com.enonic.wem.core.entity,UpdateNodeCommand,doExecute,Long Statement,The length of the statement "this.versionService.store(EntityVersionDocument.create().entityId(updatedNode.id()).nodeVersionId(updatedNodeVersionId).build());" is 129.,45
xp,com.enonic.wem.core.entity,UpdateNodeCommand,doExecute,Long Statement,The length of the statement "this.workspaceService.store(WorkspaceDocument.create().path(updatedNode.path()).parentPath(updatedNode.parent()).id(updatedNode.id()).nodeVersionId(updatedNodeVersionId).workspace(workspace).build());" is 200.,45
xp,com.enonic.wem.core.entity,UpdateNodeCommand,doExecute,Long Statement,The length of the statement "return NodeHasChildResolver.create().workspace(context.getWorkspace()).workspaceService(this.workspaceService).build().resolve(updatedNode);" is 140.,45
